lemma	pos	meaning	freq_estimate	source
incorrect	incorrect		1	whitaker
incorrigibil	incorrigibil		1	whitaker
incorrigibilitas	incorrigibilitat		1	whitaker
incorrupt	incorrupt		1	whitaker
incorrupte	incorruptius		1	whitaker
incorruptel	incorruptel		1	whitaker
incorruptibil	incorruptibil		1	whitaker
incorruptibilitas	incorruptibilitat		1	whitaker
incorruptibiliter	ADV		1	whitaker
incorruptio	incorruption		1	whitaker
incorruptiv	incorruptiv		1	whitaker
incorruptori	incorruptori		1	whitaker
incrass	incrass		1	whitaker
incrassat	incrassat		1	whitaker
increbresc	increbresc		1	whitaker
incredibil	incredibil		1	whitaker
incredul	incredul		1	whitaker
incredulitas	incredulitat		1	whitaker
increment	increment		1	whitaker
incrementabiliter	ADV		1	whitaker
increp	increp		4	whitaker
increpatio	increpation		1	whitaker
increpit	increpit		1	whitaker
incresc	incresc		1	whitaker
incruent	incruent		1	whitaker
incruentat	incruentat		1	whitaker
incrust	incrust		1	whitaker
incub	incub		2	whitaker
incubatio	incubation		1	whitaker
incubit	incubit		1	whitaker
incud	incud		1	whitaker
inculc	inculc		1	whitaker
inculpat	inculpat		1	whitaker
incult	incult		2	whitaker
inculte	incultius		1	whitaker
incumb	incumb		1	whitaker
incumber	incumber		1	whitaker
incumberament	incumberament		1	whitaker
incumbr	incumbr		1	whitaker
incumbrament	incumbrament		1	whitaker
incunabul	incunabul		2	whitaker
incunctabil	incunctabil		1	whitaker
incunctabiliter	ADV		1	whitaker
incunctanter	ADV		1	whitaker
incunctat	incunctat		1	whitaker
incurat	incurat		1	whitaker
incuri	incuri		1	whitaker
incurios	incurios		1	whitaker
incuriose	incuriosius		1	whitaker
incurr	incurr		2	whitaker
incurs	incurs		2	whitaker
incursio	incursion		1	whitaker
incursit	incursit		1	whitaker
incurv	incurv		2	whitaker
incurvesc	incurvesc		1	whitaker
incurvicervic	incurvicervic		1	whitaker
incus	incud		2	whitaker
incustodit	incustodit		1	whitaker
incuti	incut		1	whitaker
ind	Ind		4	whitaker
indag	indag		1	whitaker
indagat	indagat		1	whitaker
indagatio	indagation		1	whitaker
indagator	indagator		1	whitaker
indagatrix	indagatric		1	whitaker
indago	indagin		1	whitaker
indamnat	indamnat		1	whitaker
indaudi	indaud		1	whitaker
inde	ADV		1	whitaker
indebit	indebit		1	whitaker
indecens	indecent		1	whitaker
indecenter	ADV		1	whitaker
indeclinat	indeclinat		1	whitaker
indecor	indecor		4	whitaker
indefect	indefect		1	whitaker
indefectibiliter	ADV		1	whitaker
indefens	indefens		1	whitaker
indefess	indefess		1	whitaker
indeficiens	indeficient		1	whitaker
indeflet	indeflet		1	whitaker
indeflex	indeflex		1	whitaker
indeject	indeject		1	whitaker
indelebil	indelebil		1	whitaker
indelibat	indelibat		1	whitaker
indemn	indemn		1	whitaker
indemnat	indemnat		1	whitaker
indemnatas	indemnatat		1	whitaker
indemutabil	indemutabil		1	whitaker
indentitas	indentitat		1	whitaker
independens	independent		1	whitaker
independenter	ADV		1	whitaker
independenti	independenti		1	whitaker
indeplorat	indeplorat		1	whitaker
indeprens	indeprens		1	whitaker
indesert	indesert		1	whitaker
indesinenter	ADV		1	whitaker
indestrict	indestrict		1	whitaker
indetons	indetons		1	whitaker
indevitat	indevitat		1	whitaker
indevotio	indevotion		1	whitaker
index	indic		2	whitaker
indi	Indi		1	whitaker
indic	Indic		3	whitaker
indicativ	indicativ		1	whitaker
indicatori	indicatori		1	whitaker
indici	indici		1	whitaker
indict	indict		1	whitaker
indictio	indiction		3	whitaker
indidem	ADV		1	whitaker
indies	ADV		1	whitaker
indifferens	indifferent		1	whitaker
indifferenter	ADV		1	whitaker
indig	indig		2	whitaker
indigen	indigen		3	whitaker
indigens	indigent		1	whitaker
indiges	indig		2	whitaker
indigest	indigest		1	whitaker
indigis	Indigit		1	whitaker
indign	indign		2	whitaker
indignabund	indignabund		1	whitaker
indignanter	ADV		1	whitaker
indignatio	indignation		1	whitaker
indigne	indignius		2	whitaker
indignitas	indignitat		1	whitaker
indigniter	indiligentius		1	whitaker
indigu	indigu		1	whitaker
indiligens	indiligent		1	whitaker
indiligenter	indiligentius		1	whitaker
indiligenti	indiligenti		1	whitaker
indipisc	indipisc		1	whitaker
indirect	indirect		1	whitaker
indirept	indirept		1	whitaker
indisciplinat	indisciplinat		1	whitaker
indisciplinate	ADV		1	whitaker
indisciplinatio	indisciplination		1	whitaker
indisciplinos	indisciplinos		1	whitaker
indiscret	indiscret		1	whitaker
indiscrete	ADV		1	whitaker
indiscretim	ADV		1	whitaker
indiscriminatim	ADV		1	whitaker
indisert	indisert		1	whitaker
indiserte	ADV		1	whitaker
indisposit	indisposit		1	whitaker
indissimil	indissimil		1	whitaker
indissolubil	indissolubil		1	whitaker
indissolubilitas	indissolubilitat		1	whitaker
indissolubiliter	ADV		1	whitaker
indissolut	indissolut		1	whitaker
indistinct	indistinct		1	whitaker
indistinguibil	indistinguibil		1	whitaker
individu	individu		2	whitaker
individual	individual		1	whitaker
individualism	individualism		1	whitaker
individualist	individualist		1	whitaker
individualistic	individualistic		1	whitaker
individualitas	individualitat		1	whitaker
indivis	indivis		1	whitaker
indivisibil	indivisibil		1	whitaker
indivisibilitas	indivisibilitat		1	whitaker
indivisibiliter	ADV		1	whitaker
indivisio	indivision		1	whitaker
indocil	indocil		1	whitaker
indoct	indoct		1	whitaker
indolenti	indolenti		1	whitaker
indoles	indol		1	whitaker
indolesc	indolesc		1	whitaker
indomabil	indomabil		1	whitaker
indomit	indomit		1	whitaker
indormi	indorm		1	whitaker
indotat	indotat		1	whitaker
indoti	indoti		1	whitaker
indu	indu	se induere => to impale oneself	1	whitaker
indubi	indubi		1	whitaker
indubit	indubit		1	whitaker
indubitabil	indubitabil		1	whitaker
indubitanter	ADV		1	whitaker
indubitat	indubitat		1	whitaker
indubitate	ADV		1	whitaker
induc	induc		1	whitaker
inductio	induction		1	whitaker
indulg	indulg		1	whitaker
indulgens	indulgent		1	whitaker
indulgenter	indulgentius		1	whitaker
indulgenti	indulgenti		2	whitaker
indulgitas	indulgitat		1	whitaker
indult	indult		3	whitaker
indultari	indultari		1	whitaker
indultiv	indultiv		1	whitaker
indument	indument		1	whitaker
induoi	induoi		1	whitaker
indupedit	indupedit		1	whitaker
indur	indur		1	whitaker
induresc	induresc		1	whitaker
indusi	indusi		1	whitaker
indusiat	indusiat		1	whitaker
industri	industri		3	whitaker
industrial	industrial		1	whitaker
industrializatio	industrialization		1	whitaker
industrie	industrius		1	whitaker
industrios	industrios		1	whitaker
industriose	industriosius		1	whitaker
induti	induti		2	whitaker
indutiomar	Indutiomar		1	whitaker
indutrix	indutric		1	whitaker
induvi	induvi		1	whitaker
ine	ini	consilium ~ => form a plan	1	whitaker
inebri	inebri		1	whitaker
inedi	inedi		1	whitaker
inedicabil	inedicabil		1	whitaker
inedicibil	inedicibil		1	whitaker
inedit	inedit		1	whitaker
ineffabil	ineffabil		1	whitaker
inefficax	inefficac		2	whitaker
inelegans	inelegant		1	whitaker
ineluctabil	ineluctabil		1	whitaker
inemendabil	inemendabil		1	whitaker
inemori	inemor		1	whitaker
inempt	inempt		1	whitaker
inenarrabil	inenarrabil		1	whitaker
inept	inept		1	whitaker
inepti	inept		1	whitaker
inequit	inequit		1	whitaker
inergi	inergi		1	whitaker
inerm	inerm		2	whitaker
inerr	inerr		1	whitaker
inerrans	inerrant		1	whitaker
iners	inert		1	whitaker
inerti	inerti		1	whitaker
inerudit	inerudit		1	whitaker
inerudite	ADV		1	whitaker
ineruditio	inerudition		1	whitaker
inesc	inesc		1	whitaker
inestimabiliter	ADV		1	whitaker
inevitabil	inevitabil		1	whitaker
inevolut	inevolut		1	whitaker
inevulsibil	inevulsibil		1	whitaker
inexcit	inexcit		1	whitaker
inexcusabil	inexcusabil		1	whitaker
inexercitat	inexercitat		1	whitaker
inexhaust	inexhaust		1	whitaker
inexorabil	inexorabil		1	whitaker
inexpectat	inexpectat		1	whitaker
inexperrect	inexperrect		1	whitaker
inexpert	inexpert		1	whitaker
inexpiabil	inexpiabil		1	whitaker
inexplebil	inexplebil		1	whitaker
inexplet	inexplet		1	whitaker
inexplicabil	inexplicabil		2	whitaker
inexplorat	inexplorat		1	whitaker
inexpugnabil	inexpugnabil		1	whitaker
inexpugnabiliter	ADV		1	whitaker
inexpugnal	inexpugnal		1	whitaker
inexspectat	inexspectat		1	whitaker
inexstinct	inexstinct		1	whitaker
inexstinguibil	inexstinguibil		1	whitaker
inexsuperabil	inexsuperabil		1	whitaker
inextinguibil	inextinguibil		1	whitaker
inextricabil	inextricabil		1	whitaker
inexuperabil	inexuperabil		1	whitaker
infabre	ADV		1	whitaker
infabricat	infabricat		1	whitaker
infacet	infacet		1	whitaker
infaceti	infaceti		1	whitaker
infacund	infacund		1	whitaker
infallibil	infallibil		1	whitaker
infallibilitas	infallibilitat		1	whitaker
infallibiliter	ADV		1	whitaker
infam	infam		2	whitaker
infami	infami		1	whitaker
infand	infand		1	whitaker
infans	infant		2	whitaker
infantari	infantari		2	whitaker
infanti	infanti		1	whitaker
infanticidi	infanticidi		1	whitaker
infantil	infantil		1	whitaker
infantiliter	ADV		1	whitaker
infantul	infantul		2	whitaker
infarct	infarct		1	whitaker
infatigabil	infatigabil		1	whitaker
infatigabiliter	ADV		1	whitaker
infatu	infatu		1	whitaker
infaust	infaust		1	whitaker
infect	infect		1	whitaker
infecund	infecund		1	whitaker
infecunditas	infecunditat		1	whitaker
infelic	infelic		1	whitaker
infelicit	infelicit		1	whitaker
infelicitas	infelicitat		1	whitaker
infeliciter	infelicius		1	whitaker
infelix	infelic		1	whitaker
infens	infens		2	whitaker
infer	infer		9	whitaker
inferci	inferc		1	whitaker
inferi	inferi		1	whitaker
infern	infern		3	whitaker
infernal	infernal		1	whitaker
infernale	infernal		1	whitaker
inferne	ADV		1	whitaker
infervefaci	infervefac		1	whitaker
infervesc	infervesc		1	whitaker
infest	infest		2	whitaker
infeste	infestius		1	whitaker
infi	ADJ		2	whitaker
inficeti	inficeti		1	whitaker
infici	infic		2	whitaker
infid	infid		1	whitaker
infidel	infidel		1	whitaker
infidelitas	infidelitat		1	whitaker
infidibul	infidibul		1	whitaker
infidigraph	infidigraph		1	whitaker
infig	infig		1	whitaker
infim	infim		1	whitaker
infind	infind		1	whitaker
infinit	infinit		1	whitaker
infinitari	infinitari		1	whitaker
infinitas	infinitat		1	whitaker
infinitesimal	infinitesimal		1	whitaker
infinitio	infinition		1	whitaker
infirm	infirm		6	whitaker
infirme	ADV		1	whitaker
infirmitas	infirmitat		1	whitaker
infirmiter	ADV		1	whitaker
infiti	infiti		2	whitaker
infitial	infitial		1	whitaker
infitiatio	infitiation		1	whitaker
infl	infl		1	whitaker
inflamm	inflamm		1	whitaker
inflammabil	inflammabil		1	whitaker
inflammat	inflammat		1	whitaker
inflammatio	inflammation		1	whitaker
inflat	inflat		1	whitaker
inflatio	inflation		1	whitaker
inflect	inflect		2	whitaker
inflet	inflet		1	whitaker
inflexibil	inflexibil		1	whitaker
inflexio	inflexion		1	whitaker
inflig	inflig		1	whitaker
influ	influ		1	whitaker
influenti	influenti		1	whitaker
infodi	infod		1	whitaker
inform	inform		2	whitaker
informatic	informatic		1	whitaker
informatio	information		1	whitaker
informitas	informitat		1	whitaker
infortunat	infortunat		1	whitaker
infortuni	infortuni		1	whitaker
infra	ADV		2	whitaker
infract	infract		1	whitaker
infrascript	infrascript		1	whitaker
infrem	infrem		1	whitaker
infren	infren		3	whitaker
infrenat	infrenat		1	whitaker
infrend	infrend		1	whitaker
infrequens	infrequent		1	whitaker
infrequenti	infrequenti		1	whitaker
infri	infri		1	whitaker
infric	infric		1	whitaker
infricat	infricat		1	whitaker
infrigid	infrigid		1	whitaker
infring	infring		1	whitaker
infrons	infrond		1	whitaker
infructuos	infructuos		1	whitaker
infrunit	infrunit		1	whitaker
infrunite	ADV		1	whitaker
infu	ADJ		1	whitaker
infucat	infucat		1	whitaker
inful	inful		2	whitaker
infulci	infulc		1	whitaker
infulg	infulg		1	whitaker
infund	infund		1	whitaker
infundabiliter	ADV		1	whitaker
infundibul	infundibul		1	whitaker
infusc	infusc		1	whitaker
infusio	infusion		1	whitaker
ingem	ingem		1	whitaker
ingemesc	ingemesc		1	whitaker
ingemin	ingemin		1	whitaker
ingemisc	ingemisc		1	whitaker
ingen	ingen		1	whitaker
ingener	ingener		1	whitaker
ingeni	ingeni		2	whitaker
ingeniari	ingeniari		1	whitaker
ingeniat	ingeniat		1	whitaker
ingenicul	ingenicul		1	whitaker
ingenios	ingenios		1	whitaker
ingeniose	ingeniosius		1	whitaker
ingens	ingent		1	whitaker
ingenu	ingenu		1	whitaker
ingenuitas	ingenuitat		1	whitaker
inger	inger		1	whitaker
ingerenti	ingerenti		1	whitaker
ingign	ingign		1	whitaker
inglori	inglori		1	whitaker
ingluvi	ingluvi		1	whitaker
ingrat	ingrat		1	whitaker
ingrate	ADV		1	whitaker
ingratiis	ADV		1	whitaker
ingratis	ADV		1	whitaker
ingrav	ingrav		1	whitaker
ingravesc	ingravesc		1	whitaker
ingredi	ingred		1	whitaker
ingredienti	ingredienti		1	whitaker
ingress	ingress		1	whitaker
ingru	ingru		1	whitaker
inguen	inguin		1	whitaker
ingurgit	ingurgit		1	whitaker
ingustat	ingustat		1	whitaker
inhabil	inhabil		1	whitaker
inhabilit	inhabilit		1	whitaker
inhabit	inhabit		1	whitaker
inhabitabil	inhabitabil		1	whitaker
inhabitantis	inhabitant		1	whitaker
inhaer	inhaer		1	whitaker
inhaered	inhaered		1	whitaker
inhaeredit	inhaeredit		1	whitaker
inhaeresc	inhaeresc		1	whitaker
inhaesitanter	ADV		1	whitaker
inhal	inhal		1	whitaker
inhalatio	inhalation		1	whitaker
inhered	inhered		1	whitaker
inheredit	inheredit		1	whitaker
inhi	inhi		1	whitaker
inhianter	ADV		1	whitaker
inhib	inhib		1	whitaker
inhonest	inhonest		2	whitaker
inhonestas	inhonestat		1	whitaker
inhoneste	ADV		1	whitaker
inhonor	inhonor		3	whitaker
inhonorabil	inhonorabil		1	whitaker
inhonorat	inhonorat		1	whitaker
inhonorate	ADV		1	whitaker
inhonoratio	inhonoration		1	whitaker
inhorr	inhorr		1	whitaker
inhorresc	inhorresc		1	whitaker
inhospit	inhospit		1	whitaker
inhospital	inhospital		1	whitaker
inhospitalitas	inhospitalitat		1	whitaker
inhuman	inhuman		1	whitaker
inhumanat	inhumanat		1	whitaker
inhumanatio	inhumanation		1	whitaker
inhumane	inhumanius		1	whitaker
inhumanitas	inhumanitat		1	whitaker
inhumat	inhumat		1	whitaker
inibi	ADV		1	whitaker
inici	inic		1	whitaker
inidone	inidone		1	whitaker
inidoneitas	inidoneitat		1	whitaker
inimic	inimic		3	whitaker
inimiciti	inimiciti		1	whitaker
inimitabil	inimitabil		1	whitaker
ininnasc	ininnasc		1	whitaker
iniqu	iniqu		1	whitaker
iniquitas	iniquitat		1	whitaker
init	init		1	whitaker
initi	initi	ab initio => from the beginning	2	whitaker
initial	initial		1	whitaker
initiale	initial		1	whitaker
inject	inject		1	whitaker
injici	injic		1	whitaker
injucund	injucund		1	whitaker
injudicat	injudicat		1	whitaker
injung	injung		1	whitaker
injur	injur		2	whitaker
injurat	injurat		1	whitaker
injuri	injuri		4	whitaker
injurios	injurios		1	whitaker
injurose	ADV		1	whitaker
injuss	injuss		2	whitaker
injussu	ADV		1	whitaker
injust	injust		1	whitaker
injustiti	injustiti		1	whitaker
inlab	inlab		1	whitaker
inlabefact	inlabefact		1	whitaker
inlabor	inlabor		1	whitaker
inlacessit	inlacessit		1	whitaker
inlacrim	inlacrim		2	whitaker
inlaes	inlaes		1	whitaker
inlag	inlag		1	whitaker
inlagat	inlagat		1	whitaker
inlagatio	inlagation		1	whitaker
inlatio	inlation		2	whitaker
inlaudat	inlaudat		1	whitaker
inlaut	inlaut		1	whitaker
inlecebr	inlecebr		1	whitaker
inlecebros	inlecebros		1	whitaker
inlecebrose	ADV		1	whitaker
inlect	inlect		2	whitaker
inlepid	inlepid		1	whitaker
inlepide	ADV		1	whitaker
inlex	inleg		2	whitaker
inlibat	inlibat		1	whitaker
inliberal	inliberal		1	whitaker
inliberalitas	inliberalitat		1	whitaker
inliberaliter	ADV		1	whitaker
inlicit	inlicit		1	whitaker
inlicitator	inlicitator		1	whitaker
inlid	inlid		1	whitaker
inlim	inlim		1	whitaker
inlin	inlin		1	whitaker
inliquefact	inliquefact		1	whitaker
inlitterat	inlitterat		1	whitaker
inlocabil	inlocabil		1	whitaker
inlot	inlot		1	whitaker
inluc	inluc		1	whitaker
inlumin	inlumin		1	whitaker
inluminatio	inlumination		1	whitaker
inlusio	inlusion		1	whitaker
inlusor	inlusor		1	whitaker
inlusori	inlusori		1	whitaker
inlustr	inlustr		2	whitaker
inlustre	inlustrius		1	whitaker
inlut	inlut		1	whitaker
inmaculat	inmaculat		1	whitaker
inman	inman		1	whitaker
inmanitas	inmanitat		1	whitaker
inmediat	inmediat		1	whitaker
inmemor	inmemor		1	whitaker
inmemorat	inmemorat		2	whitaker
inmemoratio	inmemoration		1	whitaker
inmens	inmens		1	whitaker
inmensum	ADV		1	whitaker
inmensurabil	inmensurabil		1	whitaker
inmerit	inmerit		1	whitaker
inmissio	inmission		1	whitaker
inmitt	inmitt		1	whitaker
inmobil	inmobil		2	whitaker
inmodic	inmodic		1	whitaker
inmolatici	inmolatici		1	whitaker
inmolatiti	inmolatiti		1	whitaker
inmortal	inmortal		1	whitaker
inmortalis	inmortal		1	whitaker
inmortalitas	inmortalitat		1	whitaker
inmun	inmun		1	whitaker
inmund	inmund		1	whitaker
inmunditi	inmunditi		1	whitaker
inmutabil	inmutabil		1	whitaker
inmutatio	inmutation		1	whitaker
inn	inn		1	whitaker
innabil	innabil		1	whitaker
innasc	innasc		1	whitaker
innascibilitas	innascibilitat		1	whitaker
innat	innat		2	whitaker
innavigabil	innavigabil		1	whitaker
innecessitas	innecessitat		1	whitaker
innect	innect		1	whitaker
innit	innit		2	whitaker
innoc	innoc		1	whitaker
innocens	innocent		1	whitaker
innocenti	innocenti		1	whitaker
innocu	innocu		1	whitaker
innotesc	innotesc		1	whitaker
innov	innov		1	whitaker
innovat	innovat		1	whitaker
innovatio	innovation		1	whitaker
innoxi	innoxi		1	whitaker
innu	innu		1	whitaker
innub	innub		2	whitaker
innubil	innubil		1	whitaker
innule	innule		1	whitaker
innumer	innumer		1	whitaker
innumerabil	innumerabil		1	whitaker
innumeral	innumeral		1	whitaker
innupt	innupt		1	whitaker
innutri	innutr		1	whitaker
innutrit	innutrit		1	whitaker
inobaudi	inobaud		1	whitaker
inobaudienti	inobaudienti		1	whitaker
inobauditio	inobaudition		1	whitaker
inobed	inobed		1	whitaker
inobedi	inobed		1	whitaker
inobedibil	inobedibil		1	whitaker
inobediens	inobedient		2	whitaker
inobedienter	ADV		1	whitaker
inobedienti	inobedienti		1	whitaker
inobedientiari	inobedientiari		1	whitaker
inoblit	inoblit		1	whitaker
inoboed	inoboed		1	whitaker
inoboedi	inoboed		1	whitaker
inoboedibil	inoboedibil		1	whitaker
inoboediens	inoboedient		2	whitaker
inoboedienter	ADV		1	whitaker
inoboedienti	inoboedienti		1	whitaker
inoboedientiari	inoboedientiari		1	whitaker
inobrut	inobrut		1	whitaker
inobservabil	inobservabil		1	whitaker
inobservanti	inobservanti		1	whitaker
inobservat	inobservat		1	whitaker
inoccidu	inoccidu		1	whitaker
inoffens	inoffens		1	whitaker
inofficios	inofficios		1	whitaker
inolens	inolent		1	whitaker
inolesc	inolesc		1	whitaker
inominat	inominat		1	whitaker
inopi	inopi		1	whitaker
inopin	inopin		1	whitaker
inopinabil	inopinabil		1	whitaker
inopinabiliter	ADV		1	whitaker
inopinans	inopinant		1	whitaker
inopinat	inopinat		1	whitaker
inopiniabil	inopiniabil		1	whitaker
inops	inop		1	whitaker
inorat	inorat		1	whitaker
inordinaliter	ADV		1	whitaker
inordinat	inordinat		3	whitaker
inordinate	ADV		1	whitaker
inordinatim	ADV		1	whitaker
inordinatio	inordination		1	whitaker
inorm	inorm		1	whitaker
inornat	inornat		1	whitaker
inornate	inornatius		1	whitaker
inpacienci	inpacienci		1	whitaker
inpages	inpag		1	whitaker
inpar	inpar		1	whitaker
inpassibil	inpassibil		1	whitaker
inpassibilitas	inpassibilitat		1	whitaker
inpassibiliter	ADV		1	whitaker
inpatienci	inpatienci		1	whitaker
inpatienti	inpatienti		1	whitaker
inpedi	inped		1	whitaker
inpediment	inpediment		1	whitaker
inpedit	inpedit		1	whitaker
inpell	inpell		1	whitaker
inpendi	inpendi		1	whitaker
inpens	inpens		2	whitaker
inperfect	inperfect		1	whitaker
inperfectio	inperfection		1	whitaker
inperial	inperial		1	whitaker
inpet	inpet		1	whitaker
inpetiginos	inpetiginos		1	whitaker
inpetigo	inpetigin		1	whitaker
inpetr	inpetr		1	whitaker
inpi	inpi		1	whitaker
inpingu	inpingu		1	whitaker
inplan	inplan		1	whitaker
inplic	inplic		10	whitaker
inpon	inpon		1	whitaker
inpos	inpot		1	whitaker
inpotens	inpotent		1	whitaker
inpotenti	inpotenti		1	whitaker
inprecatio	inprecation		1	whitaker
inpressio	inpression		2	whitaker
inprim	inprim		1	whitaker
inprimis	ADV		1	whitaker
inprob	inprob		2	whitaker
inprobitas	inprobitat		1	whitaker
inprobul	inprobul		1	whitaker
inproper	inproper		2	whitaker
inproportionabil	inproportionabil		1	whitaker
inproportionabilit	ADV		1	whitaker
inproportionaliter	ADV		1	whitaker
inproportionat	inproportionat		1	whitaker
inprovis	inprovis	de improviso => unexpectedly/suddenly, without war	1	whitaker
inprudens	inprudent		2	whitaker
inprudenter	inprudentius		1	whitaker
inprudenti	inprudenti		1	whitaker
inpub	inpub		1	whitaker
inpubes	inpuber		1	whitaker
inpudens	inpudent		1	whitaker
inpudenter	ADV		1	whitaker
inpudenti	inpudenti		1	whitaker
inpulsio	inpulsion		1	whitaker
inpun	inpun		1	whitaker
inpune	inpunius		1	whitaker
inpuritas	inpuritat		1	whitaker
inpuriti	inpuriti		1	whitaker
inputribil	inputribil		1	whitaker
inputribiliter	ADV		1	whitaker
inquantum	ADV		1	whitaker
inqui	inqu	inquiens => saying	2	whitaker
inquies	inquiet		1	whitaker
inquiet	inquiet		2	whitaker
inquietudo	inquietudin		1	whitaker
inquilin	inquilin		2	whitaker
inquilinat	inquilinat		1	whitaker
inquin	inquin		1	whitaker
inquinament	inquinament		1	whitaker
inquinatio	inquination		1	whitaker
inquir	inquir		1	whitaker
inquisicio	inquisicion		1	whitaker
inquisitio	inquisition		1	whitaker
inquisitor	inquisitor		1	whitaker
inradiatio	inradiation		1	whitaker
inras	inras		1	whitaker
inrationabil	inrationabil		1	whitaker
inrationabile	inrationabil		1	whitaker
inrationabiliter	ADV		1	whitaker
inrational	inrational		2	whitaker
inraucesc	inraucesc		1	whitaker
inrecogitatio	inrecogitation		1	whitaker
inrecordabil	inrecordabil		1	whitaker
inrecuperabil	inrecuperabil		1	whitaker
inrecusabil	inrecusabil		1	whitaker
inrecusabiliter	ADV		1	whitaker
inreductibil	inreductibil		1	whitaker
inreformabil	inreformabil		1	whitaker
inrefragabil	inrefragabil		1	whitaker
inrefragabiliter	ADV		1	whitaker
inrefrenabil	inrefrenabil		1	whitaker
inregressibil	inregressibil		1	whitaker
inregular	inregular		1	whitaker
inregularitas	inregularitat		1	whitaker
inreligat	inreligat		1	whitaker
inreligios	inreligios		1	whitaker
inreligiose	ADV		1	whitaker
inremeabil	inremeabil		1	whitaker
inremediabil	inremediabil		1	whitaker
inremissibil	inremissibil		1	whitaker
inremunerabil	inremunerabil		1	whitaker
inremunerat	inremunerat		1	whitaker
inreparabil	inreparabil		1	whitaker
inrepert	inrepert		1	whitaker
inreprehens	inreprehens		1	whitaker
inreprehensibil	inreprehensibil		1	whitaker
inreptici	inreptici		1	whitaker
inreptio	inreption		1	whitaker
inrequiet	inrequiet		1	whitaker
inresect	inresect		1	whitaker
inresolut	inresolut		1	whitaker
inretort	inretort		1	whitaker
inreverens	inreverent		1	whitaker
inreverenter	ADV		1	whitaker
inreverenti	inreverenti		1	whitaker
inrevocabil	inrevocabil		2	whitaker
inrevocat	inrevocat		1	whitaker
inri	N		1	whitaker
inrid	inrid		1	whitaker
inridicule	ADV		1	whitaker
inrig	inrig		1	whitaker
inrigatio	inrigation		1	whitaker
inrigu	inrigu		1	whitaker
inrisio	inrision		1	whitaker
inrit	inrit		1	whitaker
inritament	inritament		1	whitaker
inritator	inritator		1	whitaker
inritatrix	inritatric		1	whitaker
inrog	inrog		1	whitaker
inrogatio	inrogation		1	whitaker
inru	inru		2	whitaker
inrum	inrum		1	whitaker
inrumator	inrumator		1	whitaker
inrump	inrump		1	whitaker
inrupt	inrupt		1	whitaker
ins	in		1	whitaker
insalubr	insalubr		1	whitaker
insalutat	insalutat		1	whitaker
insan	insan		1	whitaker
insanabil	insanabil		1	whitaker
insane	insanius		1	whitaker
insani	insan		2	whitaker
insaniter	ADV		1	whitaker
insanum	ADV		1	whitaker
insatiabil	insatiabil		1	whitaker
insatiat	insatiat		1	whitaker
inscend	inscend		1	whitaker
insci	insci		1	whitaker
insciens	inscient		1	whitaker
inscienti	inscienti		1	whitaker
inscit	inscit		1	whitaker
insciti	insciti		1	whitaker
inscrib	inscrib		1	whitaker
inscriptio	inscription		1	whitaker
inscrutabil	inscrutabil		1	whitaker
insculp	insculp		1	whitaker
insec	insec		2	whitaker
insect	insect		2	whitaker
insectatio	insectation		1	whitaker
insecticidi	insecticidi		1	whitaker
insedabiliter	ADV		1	whitaker
insemel	ADV		1	whitaker
insenesc	insenesc		1	whitaker
insensat	insensat		1	whitaker
insensibil	insensibil		1	whitaker
inseparabil	inseparabil		1	whitaker
inseparabiliter	ADV		1	whitaker
inseparat	inseparat		1	whitaker
insepult	insepult		1	whitaker
insequ	insequ		2	whitaker
inser	inser		1	whitaker
insert	insert		1	whitaker
inserv	inserv		1	whitaker
inservi	inserv		2	whitaker
insibil	insibil		1	whitaker
insici	insici		1	whitaker
insid	insid		5	whitaker
insidi	insidi		5	whitaker
insidiator	insidiator		1	whitaker
insidios	insidios		1	whitaker
insidiose	insidiosius		1	whitaker
insign	insign		1	whitaker
insigne	insign		1	whitaker
insigni	insign		2	whitaker
insile	insil		1	whitaker
insili	insil		2	whitaker
insill	insill		1	whitaker
insimul	ADV		2	whitaker
insincer	insincer		1	whitaker
insinu	insinu		1	whitaker
insinuatio	insinuation		1	whitaker
insip	insip		1	whitaker
insipi	insip		2	whitaker
insipid	insipid		1	whitaker
insipiens	insipient		1	whitaker
insipienter	ADV		1	whitaker
insipienti	insipienti		1	whitaker
insist	insist		1	whitaker
insit	insit		2	whitaker
insitici	insitici		1	whitaker
insitio	insition		1	whitaker
insitiv	insitiv		1	whitaker
insitor	insitor		1	whitaker
insociabil	insociabil		1	whitaker
insol	insol		1	whitaker
insolabiliter	ADV		1	whitaker
insolens	insolent		2	whitaker
insolenter	insolentius		1	whitaker
insolenti	insolenti		1	whitaker
insolesc	insolesc		1	whitaker
insolid	insolid		1	whitaker
insolit	insolit		1	whitaker
insolubil	insolubil		1	whitaker
insomn	insomn		1	whitaker
insomni	insomni		1	whitaker
inson	inson		1	whitaker
insons	insont		1	whitaker
insopit	insopit		1	whitaker
insordesc	insordesc		1	whitaker
insparg	insparg		1	whitaker
inspect	inspect		1	whitaker
inspectio	inspection		1	whitaker
insperans	insperant		1	whitaker
insperat	insperat		1	whitaker
insperg	insperg		1	whitaker
inspic	inspic		1	whitaker
inspici	inspic		1	whitaker
inspir	inspir		1	whitaker
inspiratio	inspiration		1	whitaker
inspoliat	inspoliat		1	whitaker
inspu	inspu		1	whitaker
